price_per_m2,area (m2),category,direction,floor_num,toilet_num,livingroom_num,bedroom_num,liability,district,city_province,street (m)
3.05E7,85.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Giấy tờ hợp lệ,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
3600000.0,160.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Dầu Tiếng,Bình Dương,-1.0
2700000.0,500.0,Không xác định,Không xác định,-1,-1,-1,-1,Không xác định,Thành phố Thái Nguyên,Thái Nguyên,-1.0
7600000.0,1833.0,Bán đất thổ cư,Tây,-1,3,1,4,Giấy đỏ,Huyện Bình Chánh,TP. Hồ Chí Minh,10.0
1.08E8,72.0,Bán nhà riêng,Tây Bắc,2,4,1,6,Sổ hồng,Quận 11,TP. Hồ Chí Minh,5.0
1.2E8,125.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
5.65E7,76.0,Bán căn hộ chung cư,Bắc,20,2,1,2,Sổ hồng,Hải Châu,TP. Đà Nẵng,25.0
2.53E8,100.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
7.67E7,84.0,Bán nhà riêng,Nam,1,2,1,2,Sổ hồng,Quận Bình Tân,TP. Hồ Chí Minh,7.0
3.98E8,118.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Đống Đa,Hà Nội,-1.0
1.11E8,44.0,Bán nhà riêng,Tây Bắc,1,2,1,2,Sổ hồng,Quận 8,TP. Hồ Chí Minh,8.0
5.14E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
7.0E7,50.0,Bán nhà riêng,Không xác định,1,2,1,2,Giấy tờ hợp lệ,Quận Gò Vấp,TP. Hồ Chí Minh,2.0
1.08E7,120.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
550.0,2000.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Không xác định,Định Quán,Đồng Nai,-1.0
3.14E7,105.0,Bán căn hộ chung cư,Tây Nam,4,3,1,2,Sổ hồng,Hải Châu,TP. Đà Nẵng,12.5
1.1E7,70.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Bàu Bàng,Bình Dương,-1.0
1.34E7,125.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Sầm Sơn,Thanh Hóa,-1.0
43333.0,300.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Bàu Bàng,Bình Dương,-1.0
615000.0,65.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Dĩ An,Bình Dương,-1.0
4.15E7,65.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Dĩ An,Bình Dương,25.0
8.51E7,88.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
1.57E8,145.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
2.75E7,80.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Trảng Bom,Đồng Nai,-1.0
2.55E7,90.0,Bán đất nền dự án,Nam,-1,-1,-1,-1,Sổ hồng,Long Thành,Đồng Nai,17.5
2.41E7,116.1,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
7.77E7,72.0,Bán nhà riêng,Tây Nam,3,6,1,4,Sổ hồng,Dĩ An,Bình Dương,12.5
5.54E7,81.1,Bán nhà hàng - Khách sạn,Bắc,3,9,1,8,Sổ hồng,Dĩ An,Bình Dương,12.5
1.81E7,3028.5,"Bán kho, nhà xưởng",Đông Bắc,2,2,1,2,Sổ hồng,Dĩ An,Bình Dương,8.0
5.5E7,60.0,Bán nhà riêng,Bắc,1,1,1,2,Sổ hồng,Dĩ An,Bình Dương,6.0
2.27E7,103.3,Bán đất thổ cư,Đông,-1,-1,-1,-1,Sổ hồng,Thuận An,Bình Dương,6.0
1.06E8,46.0,Bán nhà riêng,Không xác định,2,2,1,2,Sổ hồng,Quận Gò Vấp,TP. Hồ Chí Minh,5.0
1500000.0,45.0,Bán căn hộ chung cư,Không xác định,-1,1,1,1,Không xác định,Vũng Tàu,Bà Rịa - Vũng Tàu,-1.0
687000.0,800.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Củ Chi,TP. Hồ Chí Minh,-1.0
8500000.0,80.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đông Triều,Quảng Ninh,8.0
2.27E7,8131.0,"Bán kho, nhà xưởng",Bắc,1,3,1,3,Sổ hồng,Huyện Hóc Môn,TP. Hồ Chí Minh,25.0
1.7E7,108.0,Bán đất thổ cư,Đông,3,-1,-1,-1,Sổ hồng,Biên Hòa,Đồng Nai,17.5
1.95E7,102.0,Bán đất thổ cư,Đông Nam,-1,-1,-1,-1,Giấy đỏ,Biên Hòa,Đồng Nai,40.0
150000.0,4968.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Chơn Thành,Bình Phước,-1.0
8.31E8,95.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 1,TP. Hồ Chí Minh,-1.0
4.5E7,400.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
2.2E7,50.0,Bán căn hộ chung cư,Không xác định,22,1,1,1,Sổ hồng,Dĩ An,Bình Dương,40.0
2.94E7,51.0,Bán căn hộ chung cư,Không xác định,29,1,1,2,Sổ hồng,Biên Hòa,Đồng Nai,40.0
1.33E7,90.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
1.02E8,60.0,Bán nhà riêng,Đông,4,5,1,5,Sổ hồng,Quận Bình Tân,TP. Hồ Chí Minh,7.0
9.37E8,160.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 3,TP. Hồ Chí Minh,-1.0
6.52E8,69.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 1,TP. Hồ Chí Minh,-1.0
8.17E7,52.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
4.14E7,70.0,Bán căn hộ chung cư,Nam,5,2,1,2,Hợp đồng,Quận 7,TP. Hồ Chí Minh,12.5
1.11E8,38.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
2.82E7,39.0,Bán căn hộ chung cư,Đông Nam,-1,1,-1,-1,Sổ hồng,Quy Nhơn,Bình Định,-1.0
7.8E7,100.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Bình,TP. Hồ Chí Minh,-1.0
217000.0,108.0,Bán đất nền dự án,Đông Nam,-1,-1,-1,-1,Sổ hồng,Lương Sơn,Hòa Bình,12.5
6.31E7,372.0,Bán đất thổ cư,Tây,-1,-1,-1,-1,Sổ hồng,Quận 12,TP. Hồ Chí Minh,17.5
2.85E7,630.0,Bán đất thổ cư,Đông Bắc,-1,-1,-1,-1,Giấy tờ hợp lệ,Huyện Hóc Môn,TP. Hồ Chí Minh,4.0
1.55E8,106.0,Bán nhà phố dự án,Đông Nam,1,1,1,1,Giấy tờ hợp lệ,Quận Gò Vấp,TP. Hồ Chí Minh,12.5
3.91E7,791.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Quận 6,TP. Hồ Chí Minh,-1.0
1.04E8,250.0,"Bán kho, nhà xưởng",Tây Bắc,5,1,1,1,Giấy tờ hợp lệ,Quận Gò Vấp,TP. Hồ Chí Minh,5.0
5.88E7,340.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
8.88E7,90.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
4.8E7,25.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận 12,TP. Hồ Chí Minh,-1.0
2.34779996E10,92.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
4.8E7,25.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Gò Vấp,TP. Hồ Chí Minh,-1.0
1.07E7,126.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Phan Rang - Tháp Chàm,Ninh Thuận,-1.0
3.89E7,42.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
1.06E7,130.0,"Bán đất nông, lâm nghiệp",Đông Bắc,-1,-1,-1,-1,Sổ hồng,Đà Lạt,Lâm Đồng,3.0
1300000.0,217.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
3.38E8,85.0,Bán nhà riêng,Không xác định,4,15,1,14,Sổ hồng,Quận 1,TP. Hồ Chí Minh,3.0
2.63E8,110.0,Bán nhà riêng,Đông Bắc,2,4,1,5,Sổ hồng,Quận 11,TP. Hồ Chí Minh,8.0
2.94E7,61.2,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Sổ hồng,Thuận An,Bình Dương,-1.0
1.15E8,62.5,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 11,TP. Hồ Chí Minh,-1.0
1.32E8,35.0,Bán nhà riêng,Không xác định,2,2,2,2,Sổ hồng,Quận Tân Bình,TP. Hồ Chí Minh,5.0
1.08E7,90.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
1.09E8,160.0,Bán biệt thự,Không xác định,4,9,3,9,Sổ hồng,Huyện Hóc Môn,TP. Hồ Chí Minh,17.5
6200000.0,508.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Không xác định,Đà Lạt,Lâm Đồng,-1.0
4.82E7,112.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
5.26E7,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
4.0E7,314.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
6.03E7,207.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Vũng Tàu,Bà Rịa - Vũng Tàu,-1.0
6.03E7,207.0,Bán căn hộ chung cư,Không xác định,2,3,1,2,Sổ hồng,Vũng Tàu,Bà Rịa - Vũng Tàu,17.5
117000.0,100.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Vị Thanh,Hậu Giang,25.0
4.13E7,138.0,Bán căn hộ chung cư,Không xác định,-1,2,1,3,Hợp đồng,Vũng Tàu,Bà Rịa - Vũng Tàu,-1.0
4.14E7,363.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
1.59E7,100.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Quận 8,TP. Hồ Chí Minh,12.5
1.47E7,85.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Huyện Bình Chánh,TP. Hồ Chí Minh,10.0
5.58E7,60.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
6.31E7,95.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Nam Từ Liêm,Hà Nội,-1.0
615000.0,65.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
9.48E7,39.0,Bán nhà riêng,Không xác định,3,3,1,2,Sổ hồng,Quận Gò Vấp,TP. Hồ Chí Minh,3.0
8.8E7,50.0,Bán nhà riêng,Không xác định,3,3,1,4,Sổ hồng,Quận Gò Vấp,TP. Hồ Chí Minh,3.0
4.75E7,425.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
1.27E8,132.0,"Bán căn hộ Mini, Dịch vụ",Không xác định,-1,-1,-1,-1,Không xác định,Biên Hòa,Đồng Nai,-1.0
1.43E7,84.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
7800000.0,96.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
5900000.0,717.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Long Khánh,Đồng Nai,-1.0
6.66E7,90.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
1.02E8,174.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
1.83E8,142.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
8.28E7,320.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 8,TP. Hồ Chí Minh,-1.0
3800000.0,594.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Định Quán,Đồng Nai,-1.0
2500000.0,4800.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Cẩm Mỹ,Đồng Nai,-1.0
939000.0,6600.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Cẩm Mỹ,Đồng Nai,-1.0
1800000.0,2500.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Cẩm Mỹ,Đồng Nai,-1.0
1.42E8,100.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.05E7,523.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Cẩm Mỹ,Đồng Nai,8.0
5600000.0,1600.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Cẩm Mỹ,Đồng Nai,-1.0
1.37E7,24.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Sổ hồng,Tân Phú,Đồng Nai,-1.0
1900000.0,1010.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Cẩm Mỹ,Đồng Nai,-1.0
2.69E8,180.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Nam Từ Liêm,Hà Nội,-1.0
3.42E8,54.0,Bán nhà riêng,Không xác định,6,5,1,4,Sổ hồng,Thanh Xuân,Hà Nội,6.0
6.85E8,105.0,Bán nhà riêng,Không xác định,5,7,1,5,Giấy đỏ,Tây Hồ,Hà Nội,8.0
8.81E7,101.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Bình,TP. Hồ Chí Minh,-1.0
2.13E8,131.0,Bán nhà riêng,Không xác định,5,6,1,17,Không xác định,Quận 6,TP. Hồ Chí Minh,-1.0
2.35E8,42.0,Bán nhà riêng,Không xác định,5,4,1,3,Sổ hồng,Quận 11,TP. Hồ Chí Minh,-1.0
2.41E8,58.0,Bán nhà riêng,Không xác định,3,3,1,3,Sổ hồng,Quận Tân Bình,TP. Hồ Chí Minh,-1.0
9.86E7,152.0,Bán nhà riêng,Không xác định,2,-1,-1,-1,Sổ hồng,Quận 11,TP. Hồ Chí Minh,-1.0
5.72E7,453.8,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Cam Ranh,Khánh Hòa,-1.0
9.83E7,30.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
900000.0,51.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.92E7,40.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
6.46E7,1500.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận Thủ Đức,TP. Hồ Chí Minh,-1.0
1.43E8,300.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
1.57E8,320.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
8.86E7,141.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
1.49E8,50.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
5.08E7,295.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Thuận Thành,Bắc Ninh,-1.0
89431.0,123.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Liên Chiểu,TP. Đà Nẵng,-1.0
2.56E7,74.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
1.4E8,110.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận Tân Phú,TP. Hồ Chí Minh,-1.0
7.09E7,186.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận Bình Tân,TP. Hồ Chí Minh,-1.0
4.68E7,160.0,Bán nhà riêng,Không xác định,2,3,1,4,Sổ hồng,Quận Bình Tân,TP. Hồ Chí Minh,6.0
3.39E7,42.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
2.45E7,61.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Dĩ An,Bình Dương,-1.0
4600000.0,1669.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Đức Hòa,Long An,10.0
2277.0,1669.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Đức Hòa,Long An,-1.0
1.85E8,124.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
1.94E8,95.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
1.44E8,90.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
1.55E7,83.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Giao Thủy,Nam Định,-1.0
7.81E7,64.0,Bán nhà riêng,Không xác định,1,5,1,5,Sổ hồng,Bình Thạnh,TP. Hồ Chí Minh,3.0
3.86E7,300.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
18750.0,1600.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Quận 9,TP. Hồ Chí Minh,7.0
5.71E7,85.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,TP. Thanh Hóa,Thanh Hóa,-1.0
7.54E7,305.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Không xác định,TP. Thanh Hóa,Thanh Hóa,-1.0
2900000.0,98.1,Bán đất thổ cư,Đông,-1,-1,-1,-1,Sổ hồng,Bình Minh,Vĩnh Long,3.0
7.55E7,45.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Vũng Tàu,Bà Rịa - Vũng Tàu,-1.0
4.09E7,70.0,Bán căn hộ chung cư,Tây,23,2,1,2,Hợp đồng,Quận 7,TP. Hồ Chí Minh,12.5
3700000.0,129.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Phú Giáo,Bình Dương,-1.0
6.16E7,73.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Quy Nhơn,Bình Định,-1.0
1.84E7,82.0,Bán căn hộ chung cư,Tây Nam,20,2,1,2,Hợp đồng,Quy Nhơn,Bình Định,-1.0
2.54E7,55.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Phú Mỹ,Bà Rịa - Vũng Tàu,-1.0
2.22E7,90.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Bến Lức,Long An,-1.0
3.37E7,534.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
1.54E8,48.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
3.03E8,237.4,Bán biệt thự,Đông Nam,3,7,-1,7,Sổ hồng,Quận 2,TP. Hồ Chí Minh,25.0
2.3E8,76.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
2.24E8,118.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 7,TP. Hồ Chí Minh,-1.0
2600000.0,500.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Không xác định,Cần Giuộc,Long An,-1.0
1.5E7,100.0,Bán đất nền dự án,Nam,-1,-1,-1,-1,Sổ hồng,Tư Nghĩa,Quảng Ngãi,17.5
2.93E7,150.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
2.66E7,150.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Thuận An,Bình Dương,-1.0
2.22E7,175.0,Bán nhà riêng,Không xác định,-1,1,2,1,Sổ hồng,Thuận An,Bình Dương,10.0
8500000.0,80.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Sổ hồng,Đông Triều,Quảng Ninh,8.0
6.06E8,99.0,Bán nhà phố dự án,Không xác định,6,6,1,4,Giấy đỏ,Ba Đình,Hà Nội,12.5
4.76E8,126.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Ba Đình,Hà Nội,-1.0
4.94E8,85.0,Bán nhà phố dự án,Không xác định,-1,-1,-1,-1,Không xác định,Cầu Giấy,Hà Nội,-1.0
890000.0,1000.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Thống Nhất,Đồng Nai,-1.0
3.41E8,70.0,Bán nhà riêng,Không xác định,4,4,1,4,Sổ hồng,Hai Bà Trưng,Hà Nội,12.5
1.0E7,100.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Ninh Hải,Ninh Thuận,-1.0
375000.0,999.0,"Bán đất nông, lâm nghiệp",Không xác định,-1,-1,-1,-1,Sổ hồng,Định Quán,Đồng Nai,7.0
2.57E7,126.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Bình Chánh,TP. Hồ Chí Minh,-1.0
1.06E8,72.9,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
3.18E7,160.0,Bán nhà riêng,Tây,4,4,1,3,Sổ hồng,Quận Gò Vấp,TP. Hồ Chí Minh,5.0
5.0E7,70.0,Bán căn hộ chung cư,Không xác định,-1,1,1,2,Sổ hồng,Cái Răng,TP. Cần Thơ,-1.0
3.71E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
457000.0,105.0,Bán nhà riêng,Đông Nam,10,5,3,5,Sổ hồng,Ngũ Hành Sơn,TP. Đà Nẵng,12.5
3.59E8,178.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Tây Hồ,Hà Nội,-1.0
5.14E7,70.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
1.75E8,80.5,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Long Biên,Hà Nội,-1.0
3.43E7,52.0,Bán căn hộ chung cư,Không xác định,29,2,1,2,Sổ hồng,Dĩ An,Bình Dương,40.0
19118.0,680.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Sổ hồng,Biên Hòa,Đồng Nai,12.5
3.42E7,57.0,Bán căn hộ chung cư,Không xác định,-1,2,1,2,Hợp đồng,Quận 2,TP. Hồ Chí Minh,-1.0
1.84E7,65.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Huyện Hóc Môn,TP. Hồ Chí Minh,-1.0
7700000.0,348.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Pleiku,Gia Lai,-1.0
1.16E8,124.0,Bán đất thổ cư,Tây,-1,-1,-1,-1,Sổ hồng,Quận Gò Vấp,TP. Hồ Chí Minh,8.0
2.21E7,79.0,Bán đất thổ cư,Không xác định,-1,-1,-1,-1,Không xác định,Ngũ Hành Sơn,TP. Đà Nẵng,-1.0
8.42E8,89.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 1,TP. Hồ Chí Minh,-1.0
6.85E8,175.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 1,TP. Hồ Chí Minh,-1.0
1.2E8,75.5,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
200000.0,100.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Phù Cát,Bình Định,-1.0
6.69E8,224.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 1,TP. Hồ Chí Minh,-1.0
3.05E8,154.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Bình Thạnh,TP. Hồ Chí Minh,-1.0
5.12E7,70.24,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Cái Răng,TP. Cần Thơ,-1.0
2.8E8,67.0,Bán nhà riêng,Nam,5,13,1,12,Sổ hồng,Quận 10,TP. Hồ Chí Minh,3.0
723000.0,76.0,Bán căn hộ chung cư,Không xác định,-1,-1,-1,-1,Không xác định,Hải Châu,TP. Đà Nẵng,-1.0
5.27E8,569.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Quận 2,TP. Hồ Chí Minh,-1.0
2.3E8,36.0,Bán nhà riêng,Đông Nam,3,4,1,3,Sổ hồng,Quận 1,TP. Hồ Chí Minh,3.0
1.03E8,60.0,Bán biệt thự,Không xác định,-1,-1,-1,-1,Sổ hồng,Phủ Lý,Hà Nam,-1.0
1.41E8,135.0,Bán nhà hàng - Khách sạn,Không xác định,-1,-1,-1,18,Sổ hồng,Cát Hải,TP. Hải Phòng,-1.0
2.65E8,143.0,Bán nhà riêng,Không xác định,-1,-1,-1,-1,Không xác định,Thanh Xuân,Hà Nội,-1.0
677000.0,96.0,Bán đất nền dự án,Không xác định,-1,-1,-1,-1,Không xác định,Quận 9,TP. Hồ Chí Minh,-1.0
1.86E8,135.0,Bán nhà hàng - Khách sạn,Không xác định,6,18,1,18,Sổ hồng,Cát Hải,TP. Hải Phòng,17.5
